0,2190
1,1405
2,1423
3,1792
4,1378
5,1791
6,1321
7,1695
8,1301
9,1561
10,965
11,2111
12,1211
13,1277
14,1508
15,1812
16,1648
17,0
18,2085
19,2388
20,0
21,2432
22,2437
23,0
24,0
25,3546
26,0
27,3523
28,0
29,2764
30,0
31,4287
32,0
33,0
34,0
35,4936
36,0
37,3522
38,0
39,0
40,4078
41,0
42,0
43,4986
44,0
45,0
46,4297
47,0
48,4088
49,0
50,0
51,4372
52,0
53,0
54,4164
55,0
56,3982
57,0
58,0
59,3671
60,0
61,3823
62,0
63,3474
64,0
65,0
66,3556
67,0
68,3088
69,0
70,3172
71,0
72,3014
73,0
74,2867
75,2720
76,0
77,3116
78,0
79,2516
80,0
81,3060
82,0
83,2619
84,2542
85,0
86,2865
87,0
88,0
89,0
90,6392
91,0
92,2873
93,0
94,3162
95,0
96,2765
97,0
98,2601
99,0
100,2573
101,2444
102,0
103,2759
104,0
105,2570
106,2372
107,0
108,2354
109,2793
110,0
111,2652
112,0
113,2473
114,2392
115,0
116,2483
117,0
118,2726
119,2406
120,0
121,2384
122,0
123,2676
124,2388
125,0
126,2151
127,2426
128,0
129,2594
130,2417
131,0
132,2066
133,2227
134,0
135,2261
136,2294
137,2063
138,0
139,2140
140,2288
141,0
142,2166
143,2243
144,1956
145,0
146,2170
147,1854
148,0
149,2356
150,1956
151,1985
152,2005
153,0
154,1918
155,1978
156,1963
157,0
158,1873
159,1881
160,1875
161,1829
162,1842
163,0
164,1833
165,1601
166,1650
167,1951
168,1616
169,1514
170,1509
171,1682
172,1429
173,1406
174,1330
175,2658
176,1321
177,1237
178,1181
179,2235
180,1140
181,2078
182,987
183,2117
184,1104
185,1969
186,1233
187,1292
188,2028
189,1299
190,1090
191,1109
192,2755
193,912
194,1209
195,1226
196,2493
197,1160
198,1569
199,1642
200,1262
201,1144
202,2011
203,1359
204,1612
205,1932
206,0
207,3010
208,1767
209,1262
210,1969
211,1115
212,2009
213,1531
214,1319
215,1866
216,1248
217,1658
218,1332
219,1886
220,1356
221,952
222,2302
223,1209
224,1853
225,1478
226,0
227,2860
228,1131
229,1702
230,1354
231,1928
232,1248
233,1613
234,1640
235,1797
236,679
237,0
238,3236
239,0
240,0
241,0
242,0
243,0
244,0
245,0
246,0
247,14064
248,0
249,0
250,0
251,0
252,0
253,8830
254,2539
255,194
